NACA 2412
0.790766 -0.015628
0.797490 -0.015183
0.804216 -0.014738
0.810942 -0.014291
0.817671 -0.013844
0.824400 -0.013395
0.831131 -0.012946
0.837863 -0.012496
0.844597 -0.012044
0.851333 -0.011591
0.858069 -0.011138
0.864808 -0.010683
0.871547 -0.010227
0.878289 -0.009770
0.885032 -0.009311
0.891776 -0.008851
0.898522 -0.008390
0.905270 -0.007927
0.912019 -0.007463
0.918770 -0.006997
0.925523 -0.006530
0.932277 -0.006061
0.939033 -0.005590
0.945791 -0.005117
0.952550 -0.004642
0.959311 -0.004165
0.966074 -0.003687
0.972839 -0.003206
0.979605 -0.002722
0.986374 -0.002236
0.993144 -0.001748
0.999916 -0.001257
